Pipe_Size_mm,Thickness_mm,Material,Grade,Max_Pressure_psi,Temperature_C,Corrosion_Impact_Percent,Thickness_Loss_mm,Material_Loss_Percent,Time_Years,Condition,Remaining_Thickness_mm,Loss_Per_Year_mm,Estimated_Longevity_Years,cost
100,6.37,Carbon Steel,API 5L X42,900,37.8,2.89,7.99,125.43,13,Critical,-1.62,0.6146153846153847,-2.6357947434292863,4181
600,23.46,Fiberglass,API 5L X42,900,2.8,13.95,6.4,27.28,1,Critical,17.060000000000002,6.4,2.6656250000000004,3440
300,8.96,Fiberglass,API 5L X52,2500,43.2,3.8,1.19,13.28,12,Normal,7.770000000000001,0.09916666666666667,78.35294117647061,4714
300,9.71,Fiberglass,ASTM A106 Grade B,1500,-22.9,8.9,4.15,42.74,10,Moderate,5.5600000000000005,0.41500000000000004,13.397590361445783,4412
400,9.89,HDPE,ASTM A106 Grade B,1500,11.0,16.31,0.86,8.7,19,Normal,9.030000000000001,0.04526315789473684,199.50000000000003,2242
150,7.34,Fiberglass,API 5L X52,1500,16.9,6.6,3.21,43.73,16,Moderate,4.13,0.200625,20.585669781931465,4523
150,5.98,Carbon Steel,API 5L X42,1500,-7.2,11.61,6.32,105.69,1,Critical,-0.33999999999999986,6.32,-0.053797468354430354,4698
500,17.56,Stainless Steel,API 5L X65,300,19.4,17.52,6.12,34.85,20,Critical,11.439999999999998,0.306,37.385620915032675,3719
400,18.18,Carbon Steel,API 5L X52,600,133.9,2.06,1.64,9.02,23,Normal,16.54,0.07130434782608695,231.96341463414635,3766
200,8.29,PVC,ASTM A333 Grade 6,1500,58.0,4.73,1.65,19.9,10,Normal,6.639999999999999,0.16499999999999998,40.24242424242424,3232
500,22.11,Fiberglass,ASTM A106 Grade B,600,35.1,10.4,3.0,13.57,8,Moderate,19.11,0.375,50.96,3755
1500,47.99,Fiberglass,API 5L X65,150,51.8,2.01,5.34,11.13,5,Critical,42.650000000000006,1.068,39.934456928838955,3101
600,25.19,Fiberglass,API 5L X52,600,-40.9,1.9,5.63,22.35,25,Critical,19.560000000000002,0.22519999999999998,86.85612788632328,2083
1200,36.86,Carbon Steel,API 5L X42,1500,54.1,3.7,7.92,21.49,15,Critical,28.939999999999998,0.528,54.810606060606055,4830
200,7.28,PVC,API 5L X65,600,54.1,19.07,9.18,126.1,11,Critical,-1.8999999999999995,0.8345454545454545,-2.276688453159041,3084
500,15.64,Fiberglass,API 5L X65,300,41.6,3.71,3.73,23.85,22,Moderate,11.91,0.16954545454545455,70.24664879356568,3642
200,11.87,Stainless Steel,ASTM A333 Grade 6,600,35.4,19.72,9.6,80.88,8,Critical,2.2699999999999996,1.2,1.8916666666666664,4560
150,9.28,HDPE,API 5L X65,600,-23.7,16.37,2.7,29.09,7,Moderate,6.579999999999999,0.38571428571428573,17.059259259259257,4968
800,30.78,Fiberglass,API 5L X65,900,87.8,18.36,4.88,15.85,4,Moderate,25.900000000000002,1.22,21.229508196721312,2653
150,8.29,Stainless Steel,API 5L X52,2500,13.4,19.59,5.66,68.28,2,Critical,2.629999999999999,2.83,0.9293286219081268,4330
100,4.23,Fiberglass,API 5L X52,300,24.2,17.16,6.84,161.7,17,Critical,-2.6099999999999994,0.4023529411764706,-6.486842105263157,4969
150,8.26,Fiberglass,API 5L X42,900,107.8,16.91,1.18,14.29,10,Normal,7.08,0.118,60.00000000000001,2959
150,9.47,Stainless Steel,API 5L X65,150,85.9,15.5,5.94,62.72,12,Critical,3.5300000000000002,0.49500000000000005,7.1313131313131315,3246
300,11.52,HDPE,API 5L X65,900,-11.0,12.0,4.98,43.23,5,Moderate,6.539999999999999,0.9960000000000001,6.566265060240962,3424
50,5.95,Stainless Steel,ASTM A333 Grade 6,1500,14.8,16.27,9.25,155.46,11,Critical,-3.3,0.8409090909090909,-3.9243243243243238,2572
800,28.69,Stainless Steel,API 5L X65,600,11.4,16.63,0.91,3.17,14,Normal,27.78,0.065,427.3846153846154,4179
250,13.4,PVC,API 5L X42,2500,69.8,3.74,0.85,6.34,14,Normal,12.55,0.060714285714285714,206.7058823529412,4253
500,19.43,Stainless Steel,ASTM A106 Grade B,600,20.9,4.03,3.7,19.04,16,Moderate,15.73,0.23125,68.02162162162162,2334
1500,34.85,PVC,API 5L X65,150,96.2,5.16,9.98,28.64,15,Critical,24.87,0.6653333333333333,37.379759519038075,2077
800,12.53,Carbon Steel,ASTM A333 Grade 6,150,6.5,6.54,1.07,8.54,23,Normal,11.459999999999999,0.04652173913043479,246.3364485981308,3343
100,6.77,PVC,ASTM A106 Grade B,600,44.7,15.9,6.22,91.88,15,Critical,0.5499999999999998,0.41466666666666663,1.3263665594855303,3314
300,15.05,HDPE,API 5L X42,600,37.9,6.6,5.39,35.81,12,Critical,9.66,0.44916666666666666,21.506493506493506,3956
300,15.01,HDPE,ASTM A333 Grade 6,300,92.0,16.53,4.31,28.71,10,Moderate,10.7,0.43099999999999994,24.825986078886313,2351
